step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 763  t=763.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 764  t=764.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 765  t=765.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 766  t=766.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 767  t=767.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 768  t=768.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 769  t=769.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 770  t=770.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 771  t=771.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 772  t=772.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 773  t=773.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 774  t=774.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 775  t=775.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 776  t=776.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 777  t=777.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 778  t=778.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 779  t=779.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 780  t=780.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 781  t=781.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 782  t=782.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 783  t=783.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 784  t=784.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 785  t=785.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 786  t=786.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 787  t=787.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 788  t=788.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 789  t=789.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 790  t=790.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 791  t=791.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 792  t=792.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 793  t=793.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 794  t=794.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 795  t=795.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 796  t=796.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 797  t=797.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 798  t=798.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 799  t=799.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 800  t=800.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 801  t=801.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 802  t=802.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 803  t=803.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 804  t=804.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 805  t=805.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 806  t=806.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 807  t=807.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 808  t=808.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 809  t=809.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 810  t=810.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 811  t=811.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 812  t=812.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 813  t=813.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 814  t=814.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 815  t=815.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 816  t=816.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 817  t=817.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 818  t=818.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 819  t=819.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 820  t=820.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 821  t=821.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 822  t=822.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 823  t=823.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 824  t=824.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 825  t=825.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 826  t=826.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 827  t=827.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 828  t=828.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 829  t=829.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 830  t=830.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 831  t=831.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 832  t=832.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 833  t=833.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 834  t=834.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 835  t=835.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 836  t=836.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 837  t=837.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 838  t=838.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 839  t=839.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 840  t=840.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
